,Country,Gender,Activity,Currency,Year,Amount
26541,Costa Rica,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2010,592.02
26544,Costa Rica,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2010,733.41
26553,Costa Rica,Total,,Divisa: Dólar estadounidense,2010,416.12
26556,Costa Rica,Total,Pesca,Divisa: Dólar estadounidense,2010,906.76
26559,Costa Rica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2010,568.25
26562,Costa Rica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2010,647.7
26565,Costa Rica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2010,1255.61
26568,Costa Rica,Total,Construcción,Divisa: Dólar estadounidense,2010,507.05
26571,Costa Rica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2010,599.97
26574,Costa Rica,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2010,548.63
26577,Costa Rica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2010,746.07
26580,Costa Rica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2010,1203.4
26583,Costa Rica,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2010,666.85
26586,Costa Rica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2010,1252.79
26589,Costa Rica,Total,Enseñanza,Divisa: Dólar estadounidense,2010,1030.3
26592,Costa Rica,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2010,1247.57
26595,Costa Rica,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2010,617.9
26598,Costa Rica,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2010,242.73
26601,Costa Rica,Total,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2010,1982.38
26610,Costa Rica,Male,,Divisa: Dólar estadounidense,2010,423.19
26613,Costa Rica,Male,Pesca,Divisa: Dólar estadounidense,2010,941.68
26616,Costa Rica,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2010,561.16
26619,Costa Rica,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2010,652.97
26622,Costa Rica,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2010,1281.02
26625,Costa Rica,Male,Construcción,Divisa: Dólar estadounidense,2010,504.43
26628,Costa Rica,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2010,648.46
26631,Costa Rica,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2010,666.83
26634,Costa Rica,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2010,761.94
26637,Costa Rica,Male,Intermediación financiera,Divisa: Dólar estadounidense,2010,1420.48
26640,Costa Rica,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2010,699.31
26643,Costa Rica,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2010,1229.59
26646,Costa Rica,Male,Enseñanza,Divisa: Dólar estadounidense,2010,1081.76
26649,Costa Rica,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2010,1385.05
26652,Costa Rica,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2010,628.46
26655,Costa Rica,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2010,230.12
26658,Costa Rica,Male,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2010,2814.7
26667,Costa Rica,Female,,Divisa: Dólar estadounidense,2010,372.36
26670,Costa Rica,Female,Pesca,Divisa: Dólar estadounidense,2010,607.96
26673,Costa Rica,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2010,634.22
26676,Costa Rica,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2010,1126.96
26679,Costa Rica,Female,Construcción,Divisa: Dólar estadounidense,2010,597.93
26682,Costa Rica,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2010,502.6
26685,Costa Rica,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2010,450.55
26688,Costa Rica,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2010,694.59
26691,Costa Rica,Female,Intermediación financiera,Divisa: Dólar estadounidense,2010,995.64
26694,Costa Rica,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2010,602.96
26697,Costa Rica,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2010,1291.48
26700,Costa Rica,Female,Enseñanza,Divisa: Dólar estadounidense,2010,1005.91
26703,Costa Rica,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2010,1166.55
26706,Costa Rica,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2010,605.16
26709,Costa Rica,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2010,243.96
26727,Costa Rica,Total,,Divisa: Dólar estadounidense,2008,197.74
26730,Costa Rica,Total,Pesca,Divisa: Dólar estadounidense,2008,222.32
26733,Costa Rica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2008,1159.31
26736,Costa Rica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2008,1043.8
26739,Costa Rica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2008,1697.65
26742,Costa Rica,Total,Construcción,Divisa: Dólar estadounidense,2008,788.7
26745,Costa Rica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2008,940.31
26748,Costa Rica,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2008,770.94
26751,Costa Rica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2008,1190.33
26754,Costa Rica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2008,1955.09
26757,Costa Rica,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2008,1123.84
26760,Costa Rica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2008,1785.97
26763,Costa Rica,Total,Enseñanza,Divisa: Dólar estadounidense,2008,1743.02
26766,Costa Rica,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2008,1739.68
26769,Costa Rica,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2008,1176.65
26772,Costa Rica,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2008,454.83
26775,Costa Rica,Total,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2008,3175.5
26784,Costa Rica,Male,,Divisa: Dólar estadounidense,2008,199.84
26787,Costa Rica,Male,Pesca,Divisa: Dólar estadounidense,2008,228.55
26790,Costa Rica,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2008,1182.25
26793,Costa Rica,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2008,1102.88
26796,Costa Rica,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2008,1599.44
26799,Costa Rica,Male,Construcción,Divisa: Dólar estadounidense,2008,784.13
26802,Costa Rica,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2008,1000.49
26805,Costa Rica,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2008,825.98
26808,Costa Rica,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2008,1181.22
26811,Costa Rica,Male,Intermediación financiera,Divisa: Dólar estadounidense,2008,2203.29
26814,Costa Rica,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2008,1140.2
26817,Costa Rica,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2008,1706.81
26820,Costa Rica,Male,Enseñanza,Divisa: Dólar estadounidense,2008,1926.07
26823,Costa Rica,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2008,1951.34
26826,Costa Rica,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2008,1334.45
26829,Costa Rica,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2008,597.73
26832,Costa Rica,Male,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2008,2798.06
26841,Costa Rica,Female,,Divisa: Dólar estadounidense,2008,177.11
26844,Costa Rica,Female,Pesca,Divisa: Dólar estadounidense,2008,177.25
26847,Costa Rica,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2008,1121.3
26850,Costa Rica,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2008,898.06
26853,Costa Rica,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2008,2141.37
26856,Costa Rica,Female,Construcción,Divisa: Dólar estadounidense,2008,949.23
26859,Costa Rica,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2008,813.12
26862,Costa Rica,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2008,726.87
26865,Costa Rica,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2008,1232.69
26868,Costa Rica,Female,Intermediación financiera,Divisa: Dólar estadounidense,2008,1704.82
26871,Costa Rica,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2008,1090.22
26874,Costa Rica,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2008,1926.64
26877,Costa Rica,Female,Enseñanza,Divisa: Dólar estadounidense,2008,1671.08
26880,Costa Rica,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2008,1624.69
26883,Costa Rica,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2008,869.54
26886,Costa Rica,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2008,443.08
26889,Costa Rica,Female,Organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2008,3594.91
26907,Costa Rica,Total,,Divisa: Dólar estadounidense,2005,219.42
26910,Costa Rica,Total,Pesca,Divisa: Dólar estadounidense,2005,280.33
26913,Costa Rica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2005,858.57
26916,Costa Rica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2005,823.63
26919,Costa Rica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,1257.22
26922,Costa Rica,Total,Construcción,Divisa: Dólar estadounidense,2005,587.68
26925,Costa Rica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2005,677.87
26928,Costa Rica,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2005,590.27
26931,Costa Rica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2005,783.36
26934,Costa Rica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2005,1712.85
26937,Costa Rica,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2005,823.7
26940,Costa Rica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2005,1303.17
26943,Costa Rica,Total,Enseñanza,Divisa: Dólar estadounidense,2005,1290.73
26946,Costa Rica,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2005,1167.9
26949,Costa Rica,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2005,944.53
26952,Costa Rica,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2005,330.42
26961,Costa Rica,Male,,Divisa: Dólar estadounidense,2005,223.28
26964,Costa Rica,Male,Pesca,Divisa: Dólar estadounidense,2005,285.89
26967,Costa Rica,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2005,878.05
26970,Costa Rica,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2005,860.19
26973,Costa Rica,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,1293.16
26976,Costa Rica,Male,Construcción,Divisa: Dólar estadounidense,2005,585.66
26979,Costa Rica,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2005,701.38
26982,Costa Rica,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2005,665.8
26985,Costa Rica,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2005,734.6
26988,Costa Rica,Male,Intermediación financiera,Divisa: Dólar estadounidense,2005,1965.21
26991,Costa Rica,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2005,811.66
26994,Costa Rica,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2005,1233.63
26997,Costa Rica,Male,Enseñanza,Divisa: Dólar estadounidense,2005,1276.42
27000,Costa Rica,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2005,1344.1
27003,Costa Rica,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2005,1013.19
27006,Costa Rica,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2005,407.28
27015,Costa Rica,Female,,Divisa: Dólar estadounidense,2005,189.27
27018,Costa Rica,Female,Pesca,Divisa: Dólar estadounidense,2005,216.41
27021,Costa Rica,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2005,824.21
27024,Costa Rica,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2005,702.87
27027,Costa Rica,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,1039.67
27030,Costa Rica,Female,Construcción,Divisa: Dólar estadounidense,2005,684.01
27033,Costa Rica,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2005,626.99
27036,Costa Rica,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2005,521.64
27039,Costa Rica,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2005,1064.5
